run_year,Month,Location,fishery,Release.mort.rate
1992,7,CO,40,0.14
1992,7,FB,40,0.14
1992,7,KC,40,0.14
1992,7,KO,40,0.14
1992,7,MO,40,0.568
1992,7,NO,40,0.14
1992,7,SF,40,0.473
1992,8,MO,10,0.26
1992,8,NO,10,0.26
1992,8,SF,10,0.26
1992,8,MO,40,0.551
1992,8,NO,40,0.14
1992,8,SF,40,0.523
1992,9,MO,10,0.26
1992,9,NO,10,0.26
1992,9,SF,10,0.26
1992,9,CO,40,0.14
1992,9,FB,40,0.14
1992,9,KC,40,0.14
1992,9,KO,40,0.14
1992,9,MO,40,0.541
1992,9,NO,40,0
1992,9,SF,40,0.514
1992,10,CO,10,0.26
1992,10,NO,10,0.26
1992,10,CO,40,0.14
1992,10,FB,40,0.14
1992,10,KO,40,0.14
1992,10,MO,40,0.286
1992,10,NO,40,0
1992,10,SF,40,0.542
1992,11,FB,40,0.14
1992,11,MO,40,0.14
1992,11,SF,40,0.14
1993,2,FB,40,0.14
1993,2,MO,40,0.14
1993,2,SF,40,0.14
1993,3,FB,40,0.14
1993,3,MO,40,0.352
1993,3,SF,40,0.239
1993,4,FB,40,0.14
1993,4,MO,40,0.417
1993,4,SF,40,0.186
1993,5,CO,10,0.26
1993,5,FB,10,0.26
1993,5,MO,10,0.26
1993,5,NO,10,0.26
1993,5,SF,10,0.26
1993,5,CO,40,0.14
1993,5,FB,40,0.14
1993,5,KC,40,0.14
1993,5,KO,40,0.14
1993,5,MO,40,0.354
1993,5,NO,40,0.14
1993,5,SF,40,0.191
1993,6,CO,10,0.26
1993,6,MO,10,0.26
1993,6,NO,10,0.26
1993,6,SF,10,0.26
1993,6,CO,40,0.14
1993,6,FB,40,0.14
1993,6,KC,40,0.14
1993,6,KO,40,0.14
1993,6,MO,40,0.38
1993,6,NO,40,0.14
1993,6,SF,40,0.196
1993,7,MO,10,0.26
1993,7,NO,10,0.26
1993,7,SF,10,0.26
1993,7,CO,40,0.14
1993,7,FB,40,0.14
1993,7,KC,40,0.14
1993,7,KO,40,0.14
1993,7,MO,40,0.464
1993,7,NO,40,0.14
1993,7,SF,40,0.441
1993,8,MO,10,0.26
1993,8,NO,10,0.26
1993,8,SF,10,0.26
1993,8,CO,40,0.14
1993,8,FB,40,0.14
1993,8,KC,40,0.14
1993,8,KO,40,0.14
1993,8,MO,40,0.432
1993,8,NO,40,0.14
1993,8,SF,40,0.524
1993,9,CO,10,0.26
1993,9,FB,10,0.26
1993,9,MO,10,0.26
1993,9,NO,10,0.26
1993,9,SF,10,0.26
1993,9,FB,40,0.14
1993,9,KC,40,0.14
1993,9,KO,40,0.14
1993,9,MO,40,0.225
1993,9,NO,40,0
1993,9,SF,40,0.496
1993,10,CO,10,0.26
1993,10,NO,10,0.26
1993,10,CO,40,0.14
1993,10,FB,40,0.14
1993,10,KO,40,0.14
1993,10,MO,40,0.149
1993,10,NO,40,0
1993,10,SF,40,0.484
1993,11,CO,10,0.26
1993,11,CO,40,0.14
1993,11,FB,40,0.14
1993,11,KO,40,0.14
1994,2,FB,40,0.14
1994,2,MO,40,0.453
1994,2,SF,40,0.282
1994,3,FB,40,0.14
1994,3,MO,40,0.392
1994,3,SF,40,0.436
1994,4,FB,40,0.14
1994,4,MO,40,0.423
1994,4,SF,40,0.314
1994,5,CO,10,0.26
1994,5,KO,10,0.26
1994,5,MO,10,0.26
1994,5,NO,10,0.26
1994,5,SF,10,0.26
1994,5,CO,40,0.14
1994,5,FB,40,0.14
1994,5,KC,40,0.14
1994,5,KO,40,0.14
1994,5,MO,40,0.385
1994,5,NO,40,0.14
1994,5,SF,40,0.208
1994,6,CO,10,0.26
1994,6,MO,10,0.26
1994,6,NO,10,0.26
1994,6,SF,10,0.26
1994,6,CO,40,0.14
1994,6,FB,40,0.14
1994,6,KC,40,0.14
1994,6,KO,40,0.14
1994,6,MO,40,0.432
1994,6,NO,40,0.14
1994,6,SF,40,0.365
1994,7,MO,10,0.26
1994,7,SF,10,0.26
1994,7,MO,40,0.447
1994,7,SF,40,0.535
1994,8,KO,10,0.26
1994,8,MO,10,0.26
1994,8,SF,10,0.26
1994,8,FB,40,0.14
1994,8,KC,40,0.14
1994,8,KO,40,0.14
1994,8,MO,40,0.24
1994,8,SF,40,0.539
1994,9,CO,10,0.26
1994,9,FB,10,0.26
1994,9,MO,10,0.26
1994,9,NO,10,0.26
1994,9,SF,10,0.26
1994,9,FB,40,0.14
1994,9,KC,40,0.14
1994,9,KO,40,0.14
1994,9,MO,40,0.216
1994,9,SF,40,0.296
1994,10,CO,10,0.26
1994,10,KO,10,0.26
1994,10,NO,10,0.26
1994,10,CO,40,0.14
1994,10,FB,40,0.14
1994,10,KO,40,0.14
1994,10,MO,40,0.394
1994,10,NO,40,0.14
1994,10,SF,40,0.472
1994,11,CO,10,0.26
1994,11,NO,10,0.26
1994,11,CO,40,0.14
1994,11,FB,40,0.14
1994,11,NO,40,0.14
1995,2,FB,40,0.14
1995,3,FB,40,0.14
1995,3,MO,40,0.401
1995,3,SF,40,0.522
1995,4,FB,40,0.14
1995,4,MO,40,0.434
1995,4,SF,40,0.515
1995,5,CO,10,0.26
1995,5,KO,10,0.26
1995,5,MO,10,0.26
1995,5,NO,10,0.26
1995,5,SF,10,0.26
1995,5,CO,40,0.14
1995,5,FB,40,0.14
1995,5,KC,40,0.14
1995,5,KO,40,0.14
1995,5,MO,40,0.484
1995,5,NO,40,0.14
1995,5,SF,40,0.294
1995,6,CO,10,0.26
1995,6,MO,10,0.26
1995,6,NO,10,0.26
1995,6,SF,10,0.26
1995,6,CO,40,0.14
1995,6,FB,40,0.14
1995,6,KC,40,0.14
1995,6,KO,40,0.14
1995,6,MO,40,0.491
1995,6,NO,40,0.14
1995,6,SF,40,0.496
1995,7,KO,10,0.26
1995,7,MO,10,0.26
1995,7,SF,10,0.26
1995,7,KC,40,0.14
1995,7,KO,40,0.14
1995,7,MO,40,0.553
1995,7,SF,40,0.531
1995,8,CO,10,0.26
1995,8,MO,10,0.26
1995,8,NO,10,0.26
1995,8,SF,10,0.26
1995,8,FB,40,0.14
1995,8,KC,40,0.14
1995,8,KO,40,0.14
1995,8,MO,40,0.565
1995,8,SF,40,0.531
1995,9,CO,10,0.26
1995,9,FB,10,0.26
1995,9,MO,10,0.26
1995,9,NO,10,0.26
1995,9,SF,10,0.26
1995,9,CO,40,0.14
1995,9,FB,40,0.14
1995,9,KC,40,0.14
1995,9,KO,40,0.14
1995,9,MO,40,0.356
1995,9,NO,40,0.14
1995,9,SF,40,0.56
1995,10,CO,10,0.26
1995,10,KO,10,0.26
1995,10,NO,10,0.26
1995,10,CO,40,0.14
1995,10,FB,40,0.14
1995,10,KO,40,0.14
1995,10,MO,40,0.14
1995,10,NO,40,0.14
1995,10,SF,40,0.494
1995,11,CO,10,0.26
1995,11,CO,40,0.14
1995,11,FB,40,0.14
1995,11,NO,40,0.14
1996,2,FB,40,0.14
1996,3,FB,40,0.14
1996,3,MO,40,0.426
1996,3,SF,40,0.579
1996,4,FB,40,0.14
1996,4,MO,40,0.507
1996,4,SF,40,0.552
1996,5,CO,10,0.26
1996,5,KO,10,0.26
1996,5,MO,10,0.26
1996,5,NO,10,0.26
1996,5,SF,10,0.26
1996,5,CO,40,0.14
1996,5,FB,40,0.14
1996,5,KC,40,0.14
1996,5,KO,40,0.14
1996,5,MO,40,0.463
1996,5,NO,40,0.14
1996,5,SF,40,0.397
1996,6,CO,10,0.26
1996,6,KO,10,0.26
1996,6,MO,10,0.26
1996,6,NO,10,0.26
1996,6,SF,10,0.26
1996,6,CO,40,0.14
1996,6,FB,40,0.14
1996,6,KC,40,0.14
1996,6,KO,40,0.14
1996,6,MO,40,0.427
1996,6,NO,40,0.14
1996,6,SF,40,0.512
1996,7,MO,10,0.26
1996,7,SF,10,0.26
1996,7,CO,40,0.14
1996,7,FB,40,0.14
1996,7,KC,40,0.14
1996,7,KO,40,0.14
1996,7,MO,40,0.53
1996,7,NO,40,0.14
1996,7,SF,40,0.486
1996,8,CO,10,0.26
1996,8,FB,10,0.26
1996,8,KC,10,0.26
1996,8,KO,10,0.26
1996,8,MO,10,0.26
1996,8,NO,10,0.26
1996,8,SF,10,0.26
1996,8,CO,40,0.14
1996,8,FB,40,0.14
1996,8,KC,40,0.14
1996,8,KO,40,0.14
1996,8,MO,40,0.537
1996,8,NO,40,0.14
1996,8,SF,40,0.47
1996,9,CO,10,0.26
1996,9,FB,10,0.26
1996,9,KC,10,0.26
1996,9,MO,10,0.26
1996,9,NO,10,0.26
1996,9,SF,10,0.26
1996,9,CO,40,0.14
1996,9,FB,40,0.14
1996,9,KC,40,0.14
1996,9,KO,40,0.14
1996,9,NO,40,0.14
1996,9,SF,40,0.261
1996,10,CO,10,0.26
1996,10,KO,10,0.26
1996,10,NO,10,0.26
1996,10,CO,40,0.14
1996,10,FB,40,0.14
1996,10,KO,40,0.14
1996,10,NO,40,0.14
1996,10,SF,40,0.191
1996,11,CO,10,0.26
1996,11,CO,40,0.14
1996,11,FB,40,0.14
1997,2,FB,40,0.14
1997,3,FB,40,0.14
1997,3,MO,40,0.425
1997,3,SF,40,0.506
1997,4,CO,10,0.26
1997,4,KO,10,0.26
1997,4,MO,10,0.26
1997,4,NO,10,0.26
1997,4,CO,40,0.14
1997,4,FB,40,0.14
1997,4,MO,40,0.441
1997,4,NO,40,0.14
1997,4,SF,40,0.359
1997,5,CO,10,0.26
1997,5,KO,10,0.26
1997,5,MO,10,0.26
1997,5,NO,10,0.26
1997,5,SF,10,0.26
1997,5,CO,40,0.14
1997,5,FB,40,0.14
1997,5,KC,40,0.14
1997,5,KO,40,0.14
1997,5,MO,40,0.48
1997,5,NO,40,0.14
1997,5,SF,40,0.283
1997,6,CO,10,0.26
1997,6,MO,10,0.26
1997,6,NO,10,0.26
1997,6,SF,10,0.26
1997,6,CO,40,0.14
1997,6,FB,40,0.14
1997,6,KC,40,0.14
1997,6,KO,40,0.14
1997,6,MO,40,0.512
1997,6,NO,40,0.14
1997,6,SF,40,0.54
1997,7,MO,10,0.26
1997,7,SF,10,0.26
1997,7,CO,40,0.14
1997,7,FB,40,0.14
1997,7,KC,40,0.14
1997,7,KO,40,0.14
1997,7,MO,40,0.552
1997,7,NO,40,0.14
1997,7,SF,40,0
1997,8,CO,10,0.26
1997,8,KO,10,0.26
1997,8,NO,10,0.26
1997,8,SF,10,0.26
1997,8,CO,40,0.14
1997,8,FB,40,0.14
1997,8,KC,40,0.14
1997,8,KO,40,0.14
1997,8,MO,40,0.549
1997,8,NO,40,0.14
1997,8,SF,40,0
1997,9,CO,10,0.26
1997,9,FB,10,0.26
1997,9,KC,10,0.26
1997,9,MO,10,0.26
1997,9,NO,10,0.26
1997,9,SF,10,0.26
1997,9,CO,40,0.14
1997,9,FB,40,0.14
1997,9,KC,40,0.14
1997,9,KO,40,0.14
1997,9,MO,40,0.372
1997,9,NO,40,0.14
1997,9,SF,40,0.229
1997,10,CO,10,0.26
1997,10,KO,10,0.26
1997,10,NO,10,0.26
1997,10,CO,40,0.14
1997,10,FB,40,0.14
1997,10,KO,40,0.14
1997,10,MO,40,0.14
1997,10,NO,40,0.14
1997,10,SF,40,0.252
1997,11,CO,10,0.26
1997,11,NO,10,0.26
1997,11,CO,40,0.14
1997,11,FB,40,0.14
1997,11,NO,40,0.14
1997,11,SF,40,0.241
1998,2,FB,40,0.14
1998,3,FB,40,0.14
1998,3,MO,40,0.318
1998,3,SF,40,0.419
1998,4,CO,10,0.26
1998,4,KO,10,0.26
1998,4,NO,10,0.26
1998,4,CO,40,0.14
1998,4,FB,40,0.14
1998,4,MO,40,0.302
1998,4,NO,40,0.14
1998,4,SF,40,0.314
1998,5,CO,10,0.26
1998,5,KO,10,0.26
1998,5,MO,10,0.26
1998,5,NO,10,0.26
1998,5,SF,10,0.26
1998,5,CO,40,0.14
1998,5,FB,40,0.14
1998,5,KC,40,0.14
1998,5,KO,40,0.14
1998,5,MO,40,0.29
1998,5,NO,40,0.14
1998,5,SF,40,0.301
1998,6,CO,10,0.26
1998,6,MO,10,0.26
1998,6,NO,10,0.26
1998,6,SF,10,0.26
1998,6,CO,40,0.14
1998,6,FB,40,0.14
1998,6,KC,40,0.14
1998,6,KO,40,0.14
1998,6,MO,40,0.359
1998,6,NO,40,0.14
1998,6,SF,40,0.3
1998,7,MO,10,0.26
1998,7,SF,10,0.26
1998,7,CO,40,0.14
1998,7,FB,40,0.14
1998,7,KC,40,0.14
1998,7,KO,40,0.14
1998,7,MO,40,0.369
1998,7,NO,40,0.14
1998,7,SF,40,0
1998,8,CO,10,0.26
1998,8,KO,10,0.26
1998,8,MO,10,0.26
1998,8,NO,10,0.26
1998,8,SF,10,0.26
1998,8,CO,40,0.14
1998,8,FB,40,0.14
1998,8,KC,40,0.14
1998,8,KO,40,0.14
1998,8,MO,40,0.336
1998,8,NO,40,0.14
1998,8,SF,40,0
1998,9,CO,10,0.26
1998,9,FB,10,0.26
1998,9,KC,10,0.26
1998,9,MO,10,0.26
1998,9,NO,10,0.26
1998,9,SF,10,0.26
1998,9,CO,40,0.14
1998,9,FB,40,0.14
1998,9,KC,40,0.14
1998,9,KO,40,0.14
1998,9,MO,40,0.367
1998,9,NO,40,0.14
1998,9,SF,40,0.197
1998,10,CO,10,0.26
1998,10,KO,10,0.26
1998,10,NO,10,0.26
1998,10,CO,40,0.14
1998,10,FB,40,0.14
1998,10,KO,40,0.14
1998,10,NO,40,0.14
1998,10,SF,40,0.181
1998,11,CO,10,0.26
1998,11,NO,10,0.26
1998,11,CO,40,0.14
1998,11,FB,40,0.14
1998,11,NO,40,0.14
1998,11,SF,40,0.14
1999,2,FB,40,0.14
1999,3,FB,40,0.14
1999,3,MO,40,0.244
1999,3,SF,40,0.386
1999,4,CO,10,0.26
1999,4,MO,10,0.26
1999,4,NO,10,0.26
1999,4,SF,10,0.26
1999,4,CO,40,0.14
1999,4,FB,40,0.14
1999,4,MO,40,0.25
1999,4,NO,40,0.14
1999,4,SF,40,0.203
1999,5,CO,10,0.26
1999,5,KO,10,0.26
1999,5,MO,10,0.26
1999,5,NO,10,0.26
1999,5,SF,10,0.26
1999,5,CO,40,0.14
1999,5,FB,40,0.14
1999,5,KC,40,0.14
1999,5,KO,40,0.14
1999,5,MO,40,0.162
1999,5,NO,40,0.14
1999,5,SF,40,0.149
1999,6,CO,10,0.26
1999,6,MO,10,0.26
1999,6,NO,10,0.26
1999,6,SF,10,0.26
1999,6,CO,40,0.14
1999,6,FB,40,0.14
1999,6,KC,40,0.14
1999,6,KO,40,0.14
1999,6,MO,40,0.233
1999,6,NO,40,0.14
1999,6,SF,40,0.187
1999,7,CO,10,0.26
1999,7,MO,10,0.26
1999,7,NO,10,0.26
1999,7,SF,10,0.26
1999,7,CO,40,0.14
1999,7,FB,40,0.14
1999,7,KC,40,0.14
1999,7,KO,40,0.14
1999,7,MO,40,0.361
1999,7,NO,40,0.14
1999,7,SF,40,0.245
1999,8,CO,10,0.26
1999,8,KO,10,0.26
1999,8,MO,10,0.26
1999,8,NO,10,0.26
1999,8,SF,10,0.26
1999,8,CO,40,0.14
1999,8,FB,40,0.14
1999,8,KC,40,0.14
1999,8,KO,40,0.14
1999,8,MO,40,0
1999,8,NO,40,0.14
1999,8,SF,40,0
1999,9,CO,10,0.26
1999,9,FB,10,0.26
1999,9,KC,10,0.26
1999,9,KO,10,0.26
1999,9,MO,10,0.26
1999,9,NO,10,0.26
1999,9,SF,10,0.26
1999,9,CO,40,0.14
1999,9,FB,40,0.14
1999,9,KC,40,0.14
1999,9,KO,40,0.14
1999,9,MO,40,0
1999,9,NO,40,0.14
1999,9,SF,40,0.349
1999,10,CO,10,0.26
1999,10,KO,10,0.26
1999,10,NO,10,0.26
1999,10,CO,40,0.14
1999,10,FB,40,0.14
1999,10,KO,40,0.14
1999,10,NO,40,0.14
1999,10,SF,40,0.25
1999,11,CO,10,0.26
1999,11,NO,10,0.26
1999,11,CO,40,0.14
1999,11,FB,40,0.14
1999,11,NO,40,0.14
1999,12,CO,10,0.26
1999,12,CO,40,0.14
2000,2,FB,40,0.14
2000,3,FB,40,0.14
2000,4,CO,10,0.26
2000,4,NO,10,0.26
2000,4,CO,40,0.14
2000,4,FB,40,0.14
2000,4,MO,40,0.306
2000,4,NO,40,0.14
2000,4,SF,40,0.196
2000,5,CO,10,0.26
2000,5,KO,10,0.26
2000,5,MO,10,0.26
2000,5,NO,10,0.26
2000,5,SF,10,0.26
2000,5,CO,40,0.14
2000,5,FB,40,0.14
2000,5,KC,40,0.14
2000,5,KO,40,0.14
2000,5,MO,40,0.321
2000,5,NO,40,0.14
2000,5,SF,40,0.195
2000,6,CO,10,0.26
2000,6,MO,10,0.26
2000,6,NO,10,0.26
2000,6,SF,10,0.26
2000,6,CO,40,0.14
2000,6,FB,40,0.14
2000,6,KC,40,0.14
2000,6,KO,40,0.14
2000,6,MO,40,0.369
2000,6,NO,40,0.14
2000,6,SF,40,0.206
2000,7,CO,10,0.26
2000,7,MO,10,0.26
2000,7,NO,10,0.26
2000,7,SF,10,0.26
2000,7,CO,40,0.14
2000,7,FB,40,0.14
2000,7,KC,40,0.14
2000,7,KO,40,0.14
2000,7,MO,40,0.393
2000,7,NO,40,0.14
2000,7,SF,40,0.291
2000,8,CO,10,0.26
2000,8,KO,10,0.26
2000,8,MO,10,0.26
2000,8,NO,10,0.26
2000,8,SF,10,0.26
2000,8,CO,40,0.14
2000,8,FB,40,0.14
2000,8,KC,40,0.14
2000,8,KO,40,0.14
2000,8,MO,40,0.328
2000,8,NO,40,0.14
2000,8,SF,40,0.22
2000,9,CO,10,0.26
2000,9,FB,10,0.26
2000,9,KC,10,0.26
2000,9,KO,10,0.26
2000,9,NO,10,0.26
2000,9,SF,10,0.26
2000,9,CO,40,0.14
2000,9,FB,40,0.14
2000,9,KC,40,0.14
2000,9,KO,40,0.14
2000,9,MO,40,0.302
2000,9,NO,40,0.14
2000,9,SF,40,0.162
2000,10,CO,10,0.26
2000,10,KO,10,0.26
2000,10,NO,10,0.26
2000,10,CO,40,0.14
2000,10,FB,40,0.14
2000,10,KO,40,0.14
2000,10,MO,40,0.14
2000,10,NO,40,0.14
2000,10,SF,40,0.201
2000,11,CO,10,0.26
2000,11,NO,10,0.26
2000,11,CO,40,0.14
2000,11,FB,40,0.14
2000,11,NO,40,0.14
2000,11,SF,40,0.226
2000,12,CO,10,0.26
2000,12,CO,40,0.14
2001,2,FB,40,0.14
2001,3,FB,40,0.14
2001,3,MO,40,0.302
2001,4,CO,10,0.26
2001,4,NO,10,0.26
2001,4,CO,40,0.14
2001,4,FB,40,0.14
2001,4,MO,40,0.314
2001,4,NO,40,0.14
2001,4,SF,40,0.179
2001,5,CO,10,0.26
2001,5,FB,10,0.26
2001,5,KO,10,0.26
2001,5,MO,10,0.26
2001,5,NO,10,0.26
2001,5,SF,10,0.26
2001,5,CO,40,0.14
2001,5,FB,40,0.14
2001,5,KC,40,0.14
2001,5,KO,40,0.14
2001,5,MO,40,0.307
2001,5,NO,40,0.14
2001,5,SF,40,0.159
2001,6,CO,10,0.26
2001,6,KO,10,0.26
2001,6,MO,10,0.26
2001,6,NO,10,0.26
2001,6,SF,10,0.26
2001,6,CO,40,0.14
2001,6,FB,40,0.14
2001,6,KC,40,0.14
2001,6,KO,40,0.14
2001,6,MO,40,0.278
2001,6,NO,40,0.14
2001,6,SF,40,0.154
2001,7,CO,10,0.26
2001,7,MO,10,0.26
2001,7,NO,10,0.26
2001,7,SF,10,0.26
2001,7,CO,40,0.14
2001,7,FB,40,0.14
2001,7,KC,40,0.14
2001,7,KO,40,0.14
2001,7,MO,40,0.343
2001,7,NO,40,0.14
2001,7,SF,40,0.187
2001,8,CO,10,0.26
2001,8,KO,10,0.26
2001,8,MO,10,0.26
2001,8,NO,10,0.26
2001,8,SF,10,0.26
2001,8,CO,40,0.14
2001,8,FB,40,0.14
2001,8,KC,40,0.14
2001,8,KO,40,0.14
2001,8,MO,40,0.279
2001,8,NO,40,0.14
2001,8,SF,40,0.246
2001,9,CO,10,0.26
2001,9,FB,10,0.26
2001,9,KC,10,0.26
2001,9,KO,10,0.26
2001,9,MO,10,0.26
2001,9,NO,10,0.26
2001,9,SF,10,0.26
2001,9,CO,40,0.14
2001,9,FB,40,0.14
2001,9,KC,40,0.14
2001,9,KO,40,0.14
2001,9,MO,40,0.303
2001,9,NO,40,0.14
2001,9,SF,40,0.196
2001,10,CO,10,0.26
2001,10,KO,10,0.26
2001,10,NO,10,0.26
2001,10,SF,10,0.26
2001,10,CO,40,0.14
2001,10,FB,40,0.14
2001,10,KO,40,0.14
2001,10,NO,40,0.14
2001,10,SF,40,0.181
2001,11,CO,10,0.26
2001,11,NO,10,0.26
2001,11,CO,40,0.14
2001,11,FB,40,0.14
2001,11,NO,40,0.14
2001,11,SF,40,0.151
2001,12,CO,10,0.26
2001,12,CO,40,0.14
2002,2,FB,40,0.14
2002,3,CO,10,0.26
2002,3,KO,10,0.26
2002,3,NO,10,0.26
2002,3,FB,40,0.14
2002,3,MO,40,0.273
2002,4,CO,10,0.26
2002,4,KO,10,0.26
2002,4,NO,10,0.26
2002,4,CO,40,0.14
2002,4,FB,40,0.14
2002,4,MO,40,0.273
2002,4,NO,40,0.14
2002,4,SF,40,0.144
2002,5,CO,10,0.26
2002,5,KO,10,0.26
2002,5,MO,10,0.26
2002,5,NO,10,0.26
2002,5,SF,10,0.26
2002,5,CO,40,0.14
2002,5,FB,40,0.14
2002,5,KC,40,0.14
2002,5,KO,40,0.14
2002,5,MO,40,0.257
2002,5,NO,40,0.14
2002,5,SF,40,0.154
2002,6,CO,10,0.26
2002,6,KO,10,0.26
2002,6,MO,10,0.26
2002,6,NO,10,0.26
2002,6,SF,10,0.26
2002,6,CO,40,0.14
2002,6,FB,40,0.14
2002,6,KC,40,0.14
2002,6,KO,40,0.14
2002,6,MO,40,0.239
2002,6,NO,40,0.14
2002,6,SF,40,0.156
2002,7,CO,10,0.26
2002,7,FB,10,0.26
2002,7,KO,10,0.26
2002,7,MO,10,0.26
2002,7,NO,10,0.26
2002,7,SF,10,0.26
2002,7,CO,40,0.14
2002,7,FB,40,0.14
2002,7,KC,40,0.14
2002,7,KO,40,0.14
2002,7,MO,40,0.285
2002,7,NO,40,0.14
2002,7,SF,40,0.166
2002,8,CO,10,0.26
2002,8,FB,10,0.26
2002,8,KC,10,0.26
2002,8,KO,10,0.26
2002,8,MO,10,0.26
2002,8,NO,10,0.26
2002,8,SF,10,0.26
2002,8,CO,40,0.14
2002,8,FB,40,0.14
2002,8,KC,40,0.14
2002,8,KO,40,0.14
2002,8,MO,40,0.292
2002,8,NO,40,0.14
2002,8,SF,40,0.261
2002,9,CO,10,0.26
2002,9,FB,10,0.26
2002,9,KC,10,0.26
2002,9,KO,10,0.26
2002,9,MO,10,0.26
2002,9,NO,10,0.26
2002,9,SF,10,0.26
2002,9,CO,40,0.14
2002,9,FB,40,0.14
2002,9,KC,40,0.14
2002,9,KO,40,0.14
2002,9,MO,40,0.234
2002,9,NO,40,0.14
2002,9,SF,40,0.171
2002,10,CO,10,0.26
2002,10,KO,10,0.26
2002,10,NO,10,0.26
2002,10,SF,10,0.26
2002,10,CO,40,0.14
2002,10,FB,40,0.14
2002,10,KO,40,0.14
2002,10,NO,40,0.14
2002,10,SF,40,0.163
2002,11,CO,10,0.26
2002,11,KO,10,0.26
2002,11,NO,10,0.26
2002,11,CO,40,0.14
2002,11,FB,40,0.14
2002,11,NO,40,0.14
2002,11,SF,40,0.148
2002,12,CO,10,0.26
2002,12,CO,40,0.14
2003,2,FB,40,0.14
2003,3,CO,10,0.26
2003,3,KO,10,0.26
2003,3,NO,10,0.26
2003,3,CO,40,0.14
2003,3,FB,40,0.14
2003,3,MO,40,0.14
2003,3,NO,40,0.14
2003,4,CO,10,0.26
2003,4,KO,10,0.26
2003,4,NO,10,0.26
2003,4,CO,40,0.14
2003,4,FB,40,0.14
2003,4,MO,40,0.264
2003,4,NO,40,0.14
2003,4,SF,40,0.147
2003,5,CO,10,0.26
2003,5,FB,10,0.26
2003,5,KO,10,0.26
2003,5,MO,10,0.26
2003,5,NO,10,0.26
2003,5,SF,10,0.26
2003,5,CO,40,0.14
2003,5,FB,40,0.14
2003,5,KC,40,0.14
2003,5,KO,40,0.14
2003,5,MO,40,0.255
2003,5,NO,40,0.14
2003,5,SF,40,0.146
2003,6,CO,10,0.26
2003,6,KO,10,0.26
2003,6,MO,10,0.26
2003,6,NO,10,0.26
2003,6,SF,10,0.26
2003,6,CO,40,0.14
2003,6,FB,40,0.14
2003,6,KC,40,0.14
2003,6,KO,40,0.14
2003,6,MO,40,0.254
2003,6,NO,40,0.14
2003,6,SF,40,0.147
2003,7,CO,10,0.26
2003,7,FB,10,0.26
2003,7,KO,10,0.26
2003,7,MO,10,0.26
2003,7,NO,10,0.26
2003,7,SF,10,0.26
2003,7,CO,40,0.14
2003,7,FB,40,0.14
2003,7,KC,40,0.14
2003,7,KO,40,0.14
2003,7,MO,40,0.274
2003,7,NO,40,0.14
2003,7,SF,40,0.148
2003,8,CO,10,0.26
2003,8,FB,10,0.26
2003,8,KO,10,0.26
2003,8,MO,10,0.26
2003,8,NO,10,0.26
2003,8,SF,10,0.26
2003,8,CO,40,0.14
2003,8,FB,40,0.14
2003,8,KC,40,0.14
2003,8,KO,40,0.14
2003,8,MO,40,0.26
2003,8,NO,40,0.14
2003,8,SF,40,0.171
2003,9,CO,10,0.26
2003,9,FB,10,0.26
2003,9,KC,10,0.26
2003,9,KO,10,0.26
2003,9,MO,10,0.26
2003,9,NO,10,0.26
2003,9,SF,10,0.26
2003,9,CO,40,0.14
2003,9,FB,40,0.14
2003,9,KC,40,0.14
2003,9,KO,40,0.14
2003,9,MO,40,0.14
2003,9,NO,40,0.14
2003,9,SF,40,0.157
2003,10,CO,10,0.26
2003,10,KO,10,0.26
2003,10,NO,10,0.26
2003,10,SF,10,0.26
2003,10,CO,40,0.14
2003,10,FB,40,0.14
2003,10,KO,40,0.14
2003,10,NO,40,0.14
2003,10,SF,40,0.144
2003,11,CO,10,0.26
2003,11,KO,10,0.26
2003,11,NO,10,0.26
2003,11,CO,40,0.14
2003,11,FB,40,0.14
2003,11,NO,40,0.14
2003,11,SF,40,0.14
2003,12,CO,10,0.26
2003,12,CO,40,0.14
2004,2,FB,40,0.14
2004,3,CO,10,0.26
2004,3,KO,10,0.26
2004,3,NO,10,0.26
2004,3,CO,40,0.14
2004,3,FB,40,0.14
2004,3,NO,40,0.14
2004,4,CO,10,0.26
2004,4,KO,10,0.26
2004,4,NO,10,0.26
2004,4,CO,40,0.14
2004,4,FB,40,0.14
2004,4,MO,40,0.267
2004,4,NO,40,0.14
2004,4,SF,40,0.143
2004,5,CO,10,0.26
2004,5,KO,10,0.26
2004,5,MO,10,0.26
2004,5,NO,10,0.26
2004,5,SF,10,0.26
2004,5,CO,40,0.14
2004,5,FB,40,0.14
2004,5,KC,40,0.14
2004,5,KO,40,0.14
2004,5,MO,40,0.282
2004,5,NO,40,0.14
2004,5,SF,40,0.142
2004,6,CO,10,0.26
2004,6,KO,10,0.26
2004,6,MO,10,0.26
2004,6,NO,10,0.26
2004,6,SF,10,0.26
2004,6,CO,40,0.14
2004,6,FB,40,0.14
2004,6,KC,40,0.14
2004,6,KO,40,0.14
2004,6,MO,40,0.299
2004,6,NO,40,0.14
2004,6,SF,40,0.148
2004,7,CO,10,0.26
2004,7,FB,10,0.26
2004,7,KO,10,0.26
2004,7,MO,10,0.26
2004,7,NO,10,0.26
2004,7,SF,10,0.26
2004,7,CO,40,0.14
2004,7,FB,40,0.14
2004,7,KC,40,0.14
2004,7,KO,40,0.14
